instant,tanggal,musim,tahun,bulan,jam,libur,hari,hari_kerja,kondisi_cuaca,temp,suhu_terasa,kelembaban,windspeed,pengguna_casual,pengguna_terdaftar,jumlah,periode_hari,kehangatan,tingkat_kelembaban
156,2011-01-07,Dingin,2011,Januari,18,tidak,Sabtu,ya,Cerah,1.4000000000000004,-0.9982000000000006,0.4,6.0032,7,116,123,Sore,Dingin,Rendah
157,2011-01-07,Dingin,2011,Januari,19,tidak,Sabtu,ya,Cerah,-0.47999999999999954,-2.9979999999999993,0.55,6.0032,3,92,95,Malam,Dingin,Sedang
158,2011-01-07,Dingin,2011,Januari,20,tidak,Sabtu,ya,Cerah,0.4599999999999991,-2.0013999999999985,0.4699999999999999,7.0015,1,50,51,Malam,Dingin,Sedang
159,2011-01-07,Dingin,2011,Januari,21,tidak,Sabtu,ya,Cerah,0.4599999999999991,-2.9979999999999993,0.4699999999999999,8.9981,0,39,39,Malam,Dingin,Sedang
160,2011-01-07,Dingin,2011,Januari,22,tidak,Sabtu,ya,Berawan,0.4599999999999991,-2.9979999999999993,0.43,11.0014,2,34,36,Malam,Dingin,Sedang
161,2011-01-07,Dingin,2011,Januari,23,tidak,Sabtu,ya,Berawan,0.4599999999999991,-2.9979999999999993,0.51,11.0014,1,14,15,Malam,Dingin,Sedang
162,2011-01-08,Dingin,2011,Januari,0,tidak,Minggu,tidak,Berawan,0.4599999999999991,-2.9979999999999993,0.51,11.0014,1,24,25,Malam,Dingin,Sedang
163,2011-01-08,Dingin,2011,Januari,1,tidak,Minggu,tidak,Berawan,0.4599999999999991,-2.0013999999999985,0.55,6.0032,1,15,16,Malam,Dingin,Sedang
164,2011-01-08,Dingin,2011,Januari,2,tidak,Minggu,tidak,Berawan,0.4599999999999991,-0.0015999999999998238,0.55,0.0,3,13,16,Malam,Dingin,Sedang
165,2011-01-08,Dingin,2011,Januari,3,tidak,Minggu,tidak,Hujan Ringan,0.4599999999999991,-2.9979999999999993,0.55,11.0014,0,7,7,Malam,Dingin,Sedang
166,2011-01-08,Dingin,2011,Januari,4,tidak,Minggu,tidak,Hujan Ringan,0.4599999999999991,-2.9979999999999993,0.55,11.0014,0,1,1,Malam,Dingin,Sedang
167,2011-01-08,Dingin,2011,Januari,5,tidak,Minggu,tidak,Berawan,-0.47999999999999954,-4.997800000000002,0.74,11.0014,0,5,5,Malam,Dingin,Tinggi
168,2011-01-08,Dingin,2011,Januari,6,tidak,Minggu,tidak,Berawan,-0.47999999999999954,-4.997800000000002,0.74,11.0014,0,2,2,Malam,Dingin,Tinggi
169,2011-01-08,Dingin,2011,Januari,7,tidak,Minggu,tidak,Berawan,-0.47999999999999954,-4.001200000000001,0.74,7.0015,1,8,9,Pagi,Dingin,Tinggi
170,2011-01-08,Dingin,2011,Januari,8,tidak,Minggu,tidak,Hujan Ringan,-0.47999999999999954,-4.001200000000001,0.93,7.0015,0,15,15,Pagi,Dingin,Tinggi
171,2011-01-08,Dingin,2011,Januari,9,tidak,Minggu,tidak,Hujan Ringan,-0.47999999999999954,-4.001200000000001,0.93,7.0015,0,20,20,Pagi,Dingin,Tinggi
172,2011-01-08,Dingin,2011,Januari,10,tidak,Minggu,tidak,Berawan,0.4599999999999991,-2.9979999999999993,0.8,11.0014,5,56,61,Pagi,Dingin,Tinggi
173,2011-01-08,Dingin,2011,Januari,11,tidak,Minggu,tidak,Berawan,1.4000000000000004,-4.001200000000001,0.69,26.0027,2,60,62,Pagi,Dingin,Sedang
174,2011-01-08,Dingin,2011,Januari,12,tidak,Minggu,tidak,Berawan,1.4000000000000004,-4.001200000000001,0.59,23.9994,8,90,98,Pagi,Dingin,Sedang
175,2011-01-08,Dingin,2011,Januari,13,tidak,Minggu,tidak,Cerah,1.4000000000000004,-4.001200000000001,0.44,22.0028,7,95,102,Sore,Dingin,Sedang
176,2011-01-08,Dingin,2011,Januari,14,tidak,Minggu,tidak,Cerah,1.4000000000000004,-4.997800000000002,0.32,32.9975,12,83,95,Sore,Dingin,Rendah
177,2011-01-08,Dingin,2011,Januari,15,tidak,Minggu,tidak,Cerah,1.4000000000000004,-4.997800000000002,0.32,30.002599999999997,5,69,74,Sore,Dingin,Rendah
178,2011-01-08,Dingin,2011,Januari,16,tidak,Minggu,tidak,Cerah,0.4599999999999991,-6.9976,0.29,30.002599999999997,8,68,76,Sore,Dingin,Rendah
179,2011-01-08,Dingin,2011,Januari,17,tidak,Minggu,tidak,Cerah,-0.47999999999999954,-8.0008,0.37,36.9974,5,64,69,Sore,Dingin,Rendah
180,2011-01-08,Dingin,2011,Januari,18,tidak,Minggu,tidak,Cerah,-1.419999999999999,-8.0008,0.39,19.999499999999998,3,52,55,Sore,Dingin,Rendah
181,2011-01-08,Dingin,2011,Januari,19,tidak,Minggu,tidak,Cerah,-1.419999999999999,-8.0008,0.36,16.997899999999998,4,26,30,Malam,Dingin,Rendah
182,2011-01-08,Dingin,2011,Januari,20,tidak,Minggu,tidak,Cerah,-2.3600000000000003,-8.0008,0.36,16.997899999999998,0,28,28,Malam,Dingin,Rendah
183,2011-01-08,Dingin,2011,Januari,21,tidak,Minggu,tidak,Cerah,-2.3600000000000003,-8.997399999999999,0.39,23.9994,2,35,37,Malam,Dingin,Rendah
184,2011-01-08,Dingin,2011,Januari,22,tidak,Minggu,tidak,Cerah,-2.3600000000000003,-8.997399999999999,0.36,26.0027,1,33,34,Malam,Dingin,Rendah
185,2011-01-08,Dingin,2011,Januari,23,tidak,Minggu,tidak,Cerah,-3.3,-12.000399999999999,0.39,30.002599999999997,0,22,22,Malam,Dingin,Rendah
186,2011-01-09,Dingin,2011,Januari,0,tidak,Senin,tidak,Cerah,-3.3,-10.9972,0.42,26.0027,1,24,25,Malam,Dingin,Sedang
187,2011-01-09,Dingin,2011,Januari,1,tidak,Senin,tidak,Cerah,-3.3,-12.000399999999999,0.42,31.0009,0,12,12,Malam,Dingin,Sedang
188,2011-01-09,Dingin,2011,Januari,2,tidak,Senin,tidak,Cerah,-3.3,-12.000399999999999,0.45999999999999996,31.0009,0,11,11,Malam,Dingin,Sedang
189,2011-01-09,Dingin,2011,Januari,3,tidak,Senin,tidak,Cerah,-3.3,-10.9972,0.45999999999999996,27.999299999999998,0,4,4,Malam,Dingin,Sedang
190,2011-01-09,Dingin,2011,Januari,4,tidak,Senin,tidak,Cerah,-4.24,-10.0006,0.53,12.998000000000001,0,1,1,Malam,Dingin,Sedang
191,2011-01-09,Dingin,2011,Januari,5,tidak,Senin,tidak,Cerah,-4.24,-10.0006,0.53,12.998000000000001,0,1,1,Malam,Dingin,Sedang
192,2011-01-09,Dingin,2011,Januari,6,tidak,Senin,tidak,Cerah,-3.3,-10.0006,0.49,19.0012,0,1,1,Malam,Dingin,Sedang
193,2011-01-09,Dingin,2011,Januari,7,tidak,Senin,tidak,Cerah,-4.24,-10.0006,0.53,12.998000000000001,1,5,6,Pagi,Dingin,Sedang
194,2011-01-09,Dingin,2011,Januari,8,tidak,Senin,tidak,Cerah,-3.3,-10.0006,0.49,19.0012,0,10,10,Pagi,Dingin,Sedang
195,2011-01-09,Dingin,2011,Januari,9,tidak,Senin,tidak,Cerah,-2.3600000000000003,-10.9972,0.45999999999999996,35.0008,0,19,19,Pagi,Dingin,Sedang
196,2011-01-09,Dingin,2011,Januari,10,tidak,Senin,tidak,Cerah,-1.419999999999999,-8.997399999999999,0.43,26.0027,0,49,49,Pagi,Dingin,Sedang
197,2011-01-09,Dingin,2011,Januari,11,tidak,Senin,tidak,Cerah,-0.47999999999999954,-8.0008,0.4,35.0008,2,47,49,Pagi,Dingin,Rendah
198,2011-01-09,Dingin,2011,Januari,12,tidak,Senin,tidak,Cerah,0.4599999999999991,-6.9976,0.37,30.002599999999997,4,79,83,Pagi,Dingin,Rendah
199,2011-01-09,Dingin,2011,Januari,13,tidak,Senin,tidak,Cerah,1.4000000000000004,-4.997800000000002,0.34,30.002599999999997,6,69,75,Sore,Dingin,Rendah
200,2011-01-09,Dingin,2011,Januari,14,tidak,Senin,tidak,Cerah,2.34,-4.001200000000001,0.32,31.0009,8,64,72,Sore,Dingin,Rendah
201,2011-01-09,Dingin,2011,Januari,15,tidak,Senin,tidak,Cerah,2.34,-2.9979999999999993,0.35,23.9994,5,77,82,Sore,Dingin,Rendah
202,2011-01-09,Dingin,2011,Januari,16,tidak,Senin,tidak,Cerah,1.4000000000000004,-4.997800000000002,0.34,30.002599999999997,13,79,92,Sore,Dingin,Rendah
203,2011-01-09,Dingin,2011,Januari,17,tidak,Senin,tidak,Cerah,0.4599999999999991,-6.0009999999999994,0.37,26.0027,3,59,62,Sore,Dingin,Rendah
204,2011-01-09,Dingin,2011,Januari,18,tidak,Senin,tidak,Cerah,-0.47999999999999954,-6.9976,0.4,22.0028,4,44,48,Sore,Dingin,Rendah
205,2011-01-09,Dingin,2011,Januari,19,tidak,Senin,tidak,Cerah,-0.47999999999999954,-6.9976,0.43,22.0028,1,40,41,Malam,Dingin,Sedang
206,2011-01-09,Dingin,2011,Januari,20,tidak,Senin,tidak,Cerah,-1.419999999999999,-8.0008,0.45999999999999996,16.997899999999998,0,38,38,Malam,Dingin,Sedang
207,2011-01-09,Dingin,2011,Januari,21,tidak,Senin,tidak,Cerah,-1.419999999999999,-8.997399999999999,0.45999999999999996,27.999299999999998,1,19,20,Malam,Dingin,Sedang
208,2011-01-09,Dingin,2011,Januari,22,tidak,Senin,tidak,Cerah,-1.419999999999999,-8.0008,0.45999999999999996,19.999499999999998,5,10,15,Malam,Dingin,Sedang
209,2011-01-09,Dingin,2011,Januari,23,tidak,Senin,tidak,Cerah,-2.3600000000000003,-6.9976,0.5,12.998000000000001,0,6,6,Malam,Dingin,Sedang
210,2011-01-10,Dingin,2011,Januari,0,tidak,Selasa,ya,Cerah,-2.3600000000000003,-8.0008,0.5,19.0012,2,3,5,Malam,Dingin,Sedang
211,2011-01-10,Dingin,2011,Januari,1,tidak,Selasa,ya,Cerah,-2.3600000000000003,-8.0008,0.5,19.0012,1,0,1,Malam,Dingin,Sedang
212,2011-01-10,Dingin,2011,Januari,2,tidak,Selasa,ya,Cerah,-2.3600000000000003,-8.0008,0.5,15.001299999999999,0,3,3,Malam,Dingin,Sedang
213,2011-01-10,Dingin,2011,Januari,3,tidak,Selasa,ya,Cerah,-2.3600000000000003,-8.0008,0.5,15.001299999999999,0,1,1,Malam,Dingin,Sedang
214,2011-01-10,Dingin,2011,Januari,4,tidak,Selasa,ya,Cerah,-3.3,-8.0008,0.54,8.9981,1,2,3,Malam,Dingin,Sedang
215,2011-01-10,Dingin,2011,Januari,5,tidak,Selasa,ya,Cerah,-3.3,-8.997399999999999,0.54,16.997899999999998,0,3,3,Malam,Dingin,Sedang
216,2011-01-10,Dingin,2011,Januari,6,tidak,Selasa,ya,Cerah,-2.3600000000000003,-8.0008,0.5,19.0012,0,31,31,Malam,Dingin,Sedang
217,2011-01-10,Dingin,2011,Januari,7,tidak,Selasa,ya,Cerah,-2.3600000000000003,-8.0008,0.5,15.001299999999999,2,75,77,Pagi,Dingin,Sedang
218,2011-01-10,Dingin,2011,Januari,8,tidak,Selasa,ya,Berawan,-2.3600000000000003,-8.0008,0.5,19.0012,4,184,188,Pagi,Dingin,Sedang
219,2011-01-10,Dingin,2011,Januari,9,tidak,Selasa,ya,Berawan,-1.419999999999999,-8.0008,0.5,16.997899999999998,2,92,94,Pagi,Dingin,Sedang
220,2011-01-10,Dingin,2011,Januari,10,tidak,Selasa,ya,Berawan,-1.419999999999999,-8.0008,0.5,19.999499999999998,0,31,31,Pagi,Dingin,Sedang
221,2011-01-10,Dingin,2011,Januari,11,tidak,Selasa,ya,Berawan,-0.47999999999999954,-6.9976,0.4699999999999999,19.0012,2,28,30,Pagi,Dingin,Sedang
222,2011-01-10,Dingin,2011,Januari,12,tidak,Selasa,ya,Berawan,1.4000000000000004,-4.001200000000001,0.4,19.0012,5,47,52,Pagi,Dingin,Rendah
223,2011-01-10,Dingin,2011,Januari,13,tidak,Selasa,ya,Berawan,1.4000000000000004,-4.001200000000001,0.4,19.0012,4,50,54,Sore,Dingin,Rendah
224,2011-01-10,Dingin,2011,Januari,14,tidak,Selasa,ya,Berawan,1.4000000000000004,-2.9979999999999993,0.4,15.001299999999999,0,47,47,Sore,Dingin,Rendah
225,2011-01-10,Dingin,2011,Januari,15,tidak,Selasa,ya,Berawan,1.4000000000000004,-2.9979999999999993,0.4,15.001299999999999,2,43,45,Sore,Dingin,Rendah
226,2011-01-10,Dingin,2011,Januari,16,tidak,Selasa,ya,Cerah,1.4000000000000004,-2.0013999999999985,0.4,8.9981,4,70,74,Sore,Dingin,Rendah
227,2011-01-10,Dingin,2011,Januari,17,tidak,Selasa,ya,Cerah,1.4000000000000004,-0.9982000000000006,0.4,7.0015,4,174,178,Sore,Dingin,Rendah
228,2011-01-10,Dingin,2011,Januari,18,tidak,Selasa,ya,Cerah,1.4000000000000004,-2.9979999999999993,0.4,15.001299999999999,1,154,155,Sore,Dingin,Rendah
229,2011-01-10,Dingin,2011,Januari,19,tidak,Selasa,ya,Cerah,-0.47999999999999954,-4.997800000000002,0.4699999999999999,11.0014,3,92,95,Malam,Dingin,Sedang
230,2011-01-10,Dingin,2011,Januari,20,tidak,Selasa,ya,Cerah,-0.47999999999999954,-4.997800000000002,0.5,11.0014,1,73,74,Malam,Dingin,Sedang
231,2011-01-10,Dingin,2011,Januari,21,tidak,Selasa,ya,Cerah,-1.419999999999999,-6.9976,0.59,12.998000000000001,1,37,38,Malam,Dingin,Sedang
232,2011-01-10,Dingin,2011,Januari,22,tidak,Selasa,ya,Cerah,-1.419999999999999,-6.0009999999999994,0.59,11.0014,2,22,24,Malam,Dingin,Sedang
233,2011-01-10,Dingin,2011,Januari,23,tidak,Selasa,ya,Cerah,-1.419999999999999,-6.0009999999999994,0.59,11.0014,0,18,18,Malam,Dingin,Sedang
234,2011-01-11,Dingin,2011,Januari,0,tidak,Rabu,ya,Cerah,-1.419999999999999,-4.997800000000002,0.59,7.0015,2,10,12,Malam,Dingin,Sedang
235,2011-01-11,Dingin,2011,Januari,1,tidak,Rabu,ya,Cerah,-1.419999999999999,-6.0009999999999994,0.59,11.0014,0,3,3,Malam,Dingin,Sedang
236,2011-01-11,Dingin,2011,Januari,2,tidak,Rabu,ya,Berawan,-0.47999999999999954,-6.0009999999999994,0.55,12.998000000000001,0,3,3,Malam,Dingin,Sedang
237,2011-01-11,Dingin,2011,Januari,5,tidak,Rabu,ya,Berawan,-0.47999999999999954,-4.001200000000001,0.55,8.9981,0,6,6,Malam,Dingin,Sedang
238,2011-01-11,Dingin,2011,Januari,6,tidak,Rabu,ya,Berawan,-0.47999999999999954,-4.001200000000001,0.55,8.9981,0,27,27,Malam,Dingin,Sedang
239,2011-01-11,Dingin,2011,Januari,7,tidak,Rabu,ya,Berawan,-0.47999999999999954,-0.9982000000000006,0.55,0.0,2,97,99,Pagi,Dingin,Sedang
240,2011-01-11,Dingin,2011,Januari,8,tidak,Rabu,ya,Berawan,0.4599999999999991,-2.0013999999999985,0.51,6.0032,3,214,217,Pagi,Dingin,Sedang
241,2011-01-11,Dingin,2011,Januari,9,tidak,Rabu,ya,Berawan,0.4599999999999991,-2.9979999999999993,0.51,11.0014,3,127,130,Pagi,Dingin,Sedang
242,2011-01-11,Dingin,2011,Januari,10,tidak,Rabu,ya,Berawan,1.4000000000000004,-2.0013999999999985,0.51,11.0014,3,51,54,Pagi,Dingin,Sedang
243,2011-01-11,Dingin,2011,Januari,11,tidak,Rabu,ya,Berawan,1.4000000000000004,-2.0013999999999985,0.4699999999999999,8.9981,4,31,35,Pagi,Dingin,Sedang
244,2011-01-11,Dingin,2011,Januari,12,tidak,Rabu,ya,Berawan,1.4000000000000004,-0.9982000000000006,0.51,7.0015,2,55,57,Pagi,Dingin,Sedang
245,2011-01-11,Dingin,2011,Januari,13,tidak,Rabu,ya,Berawan,1.4000000000000004,-0.9982000000000006,0.59,6.0032,6,46,52,Sore,Dingin,Sedang
246,2011-01-11,Dingin,2011,Januari,14,tidak,Rabu,ya,Berawan,1.4000000000000004,-0.9982000000000006,0.59,6.0032,3,60,63,Sore,Dingin,Sedang
247,2011-01-11,Dingin,2011,Januari,15,tidak,Rabu,ya,Berawan,-0.47999999999999954,-2.9979999999999993,0.8,6.0032,2,45,47,Sore,Dingin,Tinggi
248,2011-01-11,Dingin,2011,Januari,16,tidak,Rabu,ya,Berawan,-0.47999999999999954,-6.0009999999999994,0.86,15.001299999999999,4,72,76,Sore,Dingin,Tinggi
249,2011-01-11,Dingin,2011,Januari,17,tidak,Rabu,ya,Berawan,-0.47999999999999954,-6.0009999999999994,0.86,15.001299999999999,6,130,136,Sore,Dingin,Tinggi
250,2011-01-11,Dingin,2011,Januari,18,tidak,Rabu,ya,Hujan Ringan,-0.47999999999999954,-4.001200000000001,0.93,7.0015,1,94,95,Sore,Dingin,Tinggi
251,2011-01-11,Dingin,2011,Januari,19,tidak,Rabu,ya,Hujan Ringan,-0.47999999999999954,-0.9982000000000006,0.93,0.0,0,51,51,Malam,Dingin,Tinggi
252,2011-01-11,Dingin,2011,Januari,20,tidak,Rabu,ya,Hujan Ringan,-0.47999999999999954,-6.0009999999999994,0.93,12.998000000000001,0,32,32,Malam,Dingin,Tinggi
253,2011-01-11,Dingin,2011,Januari,21,tidak,Rabu,ya,Hujan Ringan,-0.47999999999999954,-2.9979999999999993,0.86,6.0032,0,20,20,Malam,Dingin,Tinggi
254,2011-01-11,Dingin,2011,Januari,22,tidak,Rabu,ya,Hujan Ringan,-0.47999999999999954,-4.001200000000001,0.93,7.0015,1,28,29,Malam,Dingin,Tinggi
255,2011-01-11,Dingin,2011,Januari,23,tidak,Rabu,ya,Hujan Ringan,-0.47999999999999954,-2.9979999999999993,0.93,6.0032,1,18,19,Malam,Dingin,Tinggi
256,2011-01-12,Dingin,2011,Januari,0,tidak,Kamis,ya,Berawan,-0.47999999999999954,-2.9979999999999993,0.86,6.0032,0,7,7,Malam,Dingin,Tinggi
257,2011-01-12,Dingin,2011,Januari,1,tidak,Kamis,ya,Berawan,-0.47999999999999954,-4.001200000000001,0.86,7.0015,0,6,6,Malam,Dingin,Tinggi
258,2011-01-12,Dingin,2011,Januari,2,tidak,Kamis,ya,Cerah,-1.419999999999999,-6.0009999999999994,0.86,8.9981,0,1,1,Malam,Dingin,Tinggi
259,2011-01-12,Dingin,2011,Januari,5,tidak,Kamis,ya,Cerah,-1.419999999999999,-6.0009999999999994,0.86,11.0014,0,5,5,Malam,Dingin,Tinggi
260,2011-01-12,Dingin,2011,Januari,6,tidak,Kamis,ya,Cerah,-2.3600000000000003,-6.0009999999999994,0.93,8.9981,0,16,16,Malam,Dingin,Tinggi
261,2011-01-12,Dingin,2011,Januari,7,tidak,Kamis,ya,Cerah,-1.419999999999999,-6.0009999999999994,0.69,8.9981,0,54,54,Pagi,Dingin,Sedang
262,2011-01-12,Dingin,2011,Januari,8,tidak,Kamis,ya,Cerah,-0.47999999999999954,-4.997800000000002,0.59,11.0014,3,125,128,Pagi,Dingin,Sedang
263,2011-01-12,Dingin,2011,Januari,9,tidak,Kamis,ya,Cerah,-0.47999999999999954,-6.9976,0.59,22.0028,3,78,81,Pagi,Dingin,Sedang
264,2011-01-12,Dingin,2011,Januari,10,tidak,Kamis,ya,Cerah,0.4599999999999991,-4.001200000000001,0.55,15.001299999999999,0,39,39,Pagi,Dingin,Sedang
265,2011-01-12,Dingin,2011,Januari,11,tidak,Kamis,ya,Cerah,1.4000000000000004,-4.001200000000001,0.51,26.0027,3,32,35,Pagi,Dingin,Sedang
266,2011-01-12,Dingin,2011,Januari,12,tidak,Kamis,ya,Cerah,1.4000000000000004,-6.0009999999999994,0.4699999999999999,39.000699999999995,3,52,55,Pagi,Dingin,Sedang
267,2011-01-12,Dingin,2011,Januari,13,tidak,Kamis,ya,Cerah,2.34,-2.9979999999999993,0.44,23.9994,0,49,49,Sore,Dingin,Sedang
268,2011-01-12,Dingin,2011,Januari,14,tidak,Kamis,ya,Cerah,1.4000000000000004,-4.001200000000001,0.4699999999999999,22.0028,0,44,44,Sore,Dingin,Sedang
269,2011-01-12,Dingin,2011,Januari,15,tidak,Kamis,ya,Cerah,1.4000000000000004,-4.997800000000002,0.4699999999999999,27.999299999999998,1,48,49,Sore,Dingin,Sedang
270,2011-01-12,Dingin,2011,Januari,16,tidak,Kamis,ya,Cerah,2.34,-2.9979999999999993,0.44,22.0028,5,63,68,Sore,Dingin,Sedang
271,2011-01-12,Dingin,2011,Januari,17,tidak,Kamis,ya,Cerah,1.4000000000000004,-4.001200000000001,0.4699999999999999,23.9994,0,139,139,Sore,Dingin,Sedang
272,2011-01-12,Dingin,2011,Januari,18,tidak,Kamis,ya,Cerah,1.4000000000000004,-6.0009999999999994,0.4699999999999999,35.0008,2,135,137,Sore,Dingin,Sedang
273,2011-01-12,Dingin,2011,Januari,19,tidak,Kamis,ya,Cerah,0.4599999999999991,-6.0009999999999994,0.4699999999999999,27.999299999999998,1,82,83,Malam,Dingin,Sedang
274,2011-01-12,Dingin,2011,Januari,20,tidak,Kamis,ya,Cerah,-0.47999999999999954,-6.9976,0.5,22.0028,2,54,56,Malam,Dingin,Sedang
275,2011-01-12,Dingin,2011,Januari,21,tidak,Kamis,ya,Cerah,-0.47999999999999954,-6.9976,0.55,22.0028,0,57,57,Malam,Dingin,Sedang
276,2011-01-12,Dingin,2011,Januari,22,tidak,Kamis,ya,Cerah,-0.47999999999999954,-8.0008,0.55,30.002599999999997,1,32,33,Malam,Dingin,Sedang
277,2011-01-12,Dingin,2011,Januari,23,tidak,Kamis,ya,Cerah,-1.419999999999999,-8.997399999999999,0.59,27.999299999999998,1,19,20,Malam,Dingin,Sedang
278,2011-01-13,Dingin,2011,Januari,0,tidak,Jumat,ya,Cerah,-1.419999999999999,-8.0008,0.59,19.0012,1,6,7,Malam,Dingin,Sedang
279,2011-01-13,Dingin,2011,Januari,1,tidak,Jumat,ya,Cerah,-1.419999999999999,-8.0008,0.5,19.0012,0,2,2,Malam,Dingin,Sedang
280,2011-01-13,Dingin,2011,Januari,2,tidak,Jumat,ya,Cerah,-1.419999999999999,-8.0008,0.5,23.9994,0,2,2,Malam,Dingin,Sedang
281,2011-01-13,Dingin,2011,Januari,3,tidak,Jumat,ya,Cerah,-1.419999999999999,-8.0008,0.5,22.0028,0,3,3,Malam,Dingin,Sedang
282,2011-01-13,Dingin,2011,Januari,4,tidak,Jumat,ya,Cerah,-1.419999999999999,-8.0008,0.5,16.997899999999998,0,4,4,Malam,Dingin,Sedang
283,2011-01-13,Dingin,2011,Januari,5,tidak,Jumat,ya,Cerah,-1.419999999999999,-8.0008,0.5,19.999499999999998,0,3,3,Malam,Dingin,Sedang
284,2011-01-13,Dingin,2011,Januari,6,tidak,Jumat,ya,Cerah,-2.3600000000000003,-6.0009999999999994,0.54,8.9981,0,28,28,Malam,Dingin,Sedang
285,2011-01-13,Dingin,2011,Januari,7,tidak,Jumat,ya,Cerah,-2.3600000000000003,-6.0009999999999994,0.54,8.9981,0,72,72,Pagi,Dingin,Sedang
286,2011-01-13,Dingin,2011,Januari,8,tidak,Jumat,ya,Cerah,-1.419999999999999,-6.9976,0.5,12.998000000000001,5,197,202,Pagi,Dingin,Sedang
287,2011-01-13,Dingin,2011,Januari,9,tidak,Jumat,ya,Cerah,-1.419999999999999,-8.0008,0.5,22.0028,2,137,139,Pagi,Dingin,Sedang
288,2011-01-13,Dingin,2011,Januari,10,tidak,Jumat,ya,Berawan,-0.47999999999999954,-6.9976,0.5,23.9994,2,36,38,Pagi,Dingin,Sedang
289,2011-01-13,Dingin,2011,Januari,11,tidak,Jumat,ya,Berawan,1.4000000000000004,-4.997800000000002,0.44,30.002599999999997,4,33,37,Pagi,Dingin,Sedang
290,2011-01-13,Dingin,2011,Januari,12,tidak,Jumat,ya,Cerah,1.4000000000000004,-4.997800000000002,0.44,27.999299999999998,3,49,52,Pagi,Dingin,Sedang
291,2011-01-13,Dingin,2011,Januari,13,tidak,Jumat,ya,Cerah,2.34,-2.9979999999999993,0.4099999999999999,30.002599999999997,2,81,83,Sore,Dingin,Sedang
292,2011-01-13,Dingin,2011,Januari,14,tidak,Jumat,ya,Cerah,2.34,-2.9979999999999993,0.4099999999999999,26.0027,3,39,42,Sore,Dingin,Sedang
293,2011-01-13,Dingin,2011,Januari,15,tidak,Jumat,ya,Cerah,3.2799999999999994,-2.0013999999999985,0.38,19.999499999999998,5,55,60,Sore,Dingin,Rendah
294,2011-01-13,Dingin,2011,Januari,16,tidak,Jumat,ya,Cerah,3.2799999999999994,-2.0013999999999985,0.38,23.9994,2,76,78,Sore,Dingin,Rendah
295,2011-01-13,Dingin,2011,Januari,17,tidak,Jumat,ya,Cerah,1.4000000000000004,-4.001200000000001,0.4,19.0012,4,158,162,Sore,Dingin,Rendah
296,2011-01-13,Dingin,2011,Januari,18,tidak,Jumat,ya,Cerah,1.4000000000000004,-4.001200000000001,0.4,22.0028,3,141,144,Sore,Dingin,Rendah
297,2011-01-13,Dingin,2011,Januari,19,tidak,Jumat,ya,Cerah,-0.47999999999999954,-6.0009999999999994,0.4699999999999999,16.997899999999998,1,98,99,Malam,Dingin,Sedang
298,2011-01-13,Dingin,2011,Januari,20,tidak,Jumat,ya,Cerah,-0.47999999999999954,-6.0009999999999994,0.4699999999999999,15.001299999999999,0,64,64,Malam,Dingin,Sedang
299,2011-01-13,Dingin,2011,Januari,21,tidak,Jumat,ya,Cerah,-1.419999999999999,-8.0008,0.45999999999999996,19.999499999999998,0,40,40,Malam,Dingin,Sedang
300,2011-01-13,Dingin,2011,Januari,22,tidak,Jumat,ya,Cerah,-1.419999999999999,-8.0008,0.45999999999999996,22.0028,0,30,30,Malam,Dingin,Sedang
301,2011-01-13,Dingin,2011,Januari,23,tidak,Jumat,ya,Cerah,-2.3600000000000003,-6.9976,0.5,12.998000000000001,1,14,15,Malam,Dingin,Sedang
302,2011-01-14,Dingin,2011,Januari,0,tidak,Sabtu,ya,Cerah,-2.3600000000000003,-6.9976,0.5,12.998000000000001,0,14,14,Malam,Dingin,Sedang
303,2011-01-14,Dingin,2011,Januari,1,tidak,Sabtu,ya,Cerah,-3.3,-8.0008,0.54,11.0014,0,5,5,Malam,Dingin,Sedang
304,2011-01-14,Dingin,2011,Januari,2,tidak,Sabtu,ya,Cerah,-3.3,-8.0008,0.54,8.9981,0,1,1,Malam,Dingin,Sedang
305,2011-01-14,Dingin,2011,Januari,3,tidak,Sabtu,ya,Cerah,-3.3,-6.9976,0.54,7.0015,0,1,1,Malam,Dingin,Sedang
306,2011-01-14,Dingin,2011,Januari,5,tidak,Sabtu,ya,Cerah,-3.3,-6.9976,0.54,6.0032,0,8,8,Malam,Dingin,Sedang
307,2011-01-14,Dingin,2011,Januari,6,tidak,Sabtu,ya,Cerah,-3.3,-4.001200000000001,0.54,0.0,0,17,17,Malam,Dingin,Sedang
308,2011-01-14,Dingin,2011,Januari,7,tidak,Sabtu,ya,Cerah,-3.3,-8.0008,0.74,11.0014,0,70,70,Pagi,Dingin,Tinggi
309,2011-01-14,Dingin,2011,Januari,8,tidak,Sabtu,ya,Cerah,-2.3600000000000003,-4.997800000000002,0.68,0.0,2,156,158,Pagi,Dingin,Sedang
310,2011-01-14,Dingin,2011,Januari,9,tidak,Sabtu,ya,Cerah,-1.419999999999999,-6.0009999999999994,0.69,8.9981,0,117,117,Pagi,Dingin,Sedang
311,2011-01-14,Dingin,2011,Januari,10,tidak,Sabtu,ya,Cerah,0.4599999999999991,-4.001200000000001,0.55,12.998000000000001,4,40,44,Pagi,Dingin,Sedang
